distance_km,duration_min,vehicle_type,fare
17.79,44.34,car,451.46
24.26,66.86,bike,315.6
9.2,30.04,auto,177.32
11.61,31.19,car,318.27
23.82,69.51,auto,402.75
48.0,134.9,car,1179.93
4.25,11.37,car,147.32
13.32,42.22,bike,197.98
6.57,13.27,car,185.45
5.0,11.64,auto,106.91
20.6,52.23,car,525.2
31.85,74.32,car,758.79
27.79,104.09,auto,525.35
39.18,119.86,auto,656.94
41.09,130.75,auto,711.66
23.04,72.29,bike,316.2
41.16,116.35,bike,533.46
40.23,157.74,auto,745.02
38.29,134.82,car,1026.6
8.46,22.33,bike,129.3
34.57,111.46,bike,463.12
16.78,35.32,car,406.05
33.59,116.42,bike,470.21
17.83,36.3,bike,214.87
40.04,142.66,auto,714.45
46.62,182.06,auto,864.79
16.32,63.04,auto,316.3
24.39,65.66,bike,316.49
37.11,85.3,auto,581.38
47.73,111.05,bike,565.88
35.5,137.49,auto,661.0
10.77,35.78,bike,157.57
22.77,65.83,bike,310.14
5.52,15.45,bike,90.89
34.76,136.18,auto,656.47
7.39,28.02,car,253.82
49.96,120.84,car,1162.56
49.88,108.72,car,1129.28
27.23,62.47,car,650.92
22.06,73.67,car,609.05
2.3,5.7,auto,60.38
30.28,63.24,auto,463.76
43.77,92.49,bike,510.21
16.24,57.84,auto,313.02
45.52,148.44,auto,784.73
36.84,81.76,auto,563.14
2.81,8.99,car,114.24
10.54,26.71,bike,146.18
14.43,31.94,bike,183.88
16.7,64.32,auto,325.29
5.99,20.31,auto,130.33
31.74,100.89,car,835.79
48.65,113.97,bike,584.33
12.84,31.04,bike,176.57
28.85,112.51,car,815.31
18.19,71.1,bike,278.45
12.92,36.9,auto,230.71
30.88,102.61,auto,547.87
17.53,62.77,car,499.4
7.83,22.68,bike,116.96
29.02,84.85,auto,486.66
8.22,20.07,auto,157.67
23.57,85.94,car,657.22
31.84,120.8,bike,463.19
31.29,76.29,bike,380.23
6.74,14.78,bike,99.06
47.64,172.0,bike,664.12
48.74,122.97,car,1147.08
47.27,100.75,auto,711.86
14.98,49.79,car,425.44
6.15,23.81,auto,136.66
42.3,98.33,car,979.48
33.46,68.61,car,762.36
17.13,41.92,car,435.02
43.95,155.18,bike,603.49
6.08,16.1,auto,126.44
20.07,54.52,auto,348.75
25.11,84.22,car,675.78
47.11,99.58,auto,698.24
15.92,40.28,bike,211.72
23.53,83.47,auto,427.75
4.48,12.29,auto,99.68
37.36,94.38,bike,457.69
15.74,34.26,auto,260.09
11.55,25.12,bike,157.09
7.7,30.59,car,254.59
7.68,29.34,bike,133.36
29.78,104.54,car,805.95
15.51,58.96,bike,241.61
10.09,39.74,bike,161.63
29.34,65.96,auto,455.02
30.72,118.33,car,872.7
4.84,14.14,auto,106.59
8.2,25.75,bike,129.6
18.56,38.05,auto,299.2
14.79,34.01,auto,242.88
39.76,142.55,auto,714.5
49.96,114.09,bike,587.05
28.87,64.85,car,682.07
5.53,14.16,car,183.95
25.99,89.79,bike,360.98
29.84,116.74,bike,432.72
25.01,58.38,car,605.58
25.3,85.61,bike,348.79
6.69,22.8,bike,106.39
18.87,54.84,auto,326.33
42.89,95.18,auto,653.49
23.11,70.1,car,610.82
47.83,102.59,auto,722.1
36.16,86.92,bike,444.27
14.69,33.89,auto,251.87
42.69,124.55,bike,551.87
30.66,64.84,auto,475.66
1.71,3.69,auto,53.39
49.93,145.35,auto,818.45
35.6,83.75,bike,436.99
44.14,123.97,bike,568.71
18.74,38.98,auto,304.84
9.53,19.53,auto,164.01
33.79,130.84,auto,624.9
20.6,74.88,auto,385.57
5.47,17.31,auto,116.12
11.96,45.37,bike,187.79
14.69,31.74,bike,191.49
10.41,30.69,car,295.89
44.65,113.05,bike,548.57
26.65,53.91,auto,411.99
32.79,75.72,car,777.43
5.85,14.63,bike,94.0
15.47,53.87,car,445.28
39.56,137.26,car,1063.74
34.84,135.04,bike,499.79
25.96,97.28,bike,375.82
11.98,31.03,car,325.18
34.48,132.72,bike,502.41
3.5,10.21,auto,90.27
2.22,4.93,car,98.54
35.45,76.52,bike,415.45
15.73,46.77,bike,217.45
13.15,37.11,bike,180.18
43.63,142.5,bike,590.71
26.37,94.35,auto,487.49
13.95,54.44,auto,284.11
11.27,32.43,car,315.0
28.81,112.06,car,827.32
44.41,93.16,auto,657.84
10.91,38.4,auto,225.49
4.91,14.34,auto,107.45
49.02,127.67,auto,776.16
23.98,82.62,bike,342.94
35.72,126.29,bike,492.09
42.83,103.82,car,1013.58
14.51,56.21,car,436.56
26.13,89.45,car,716.43
25.62,68.6,bike,326.04
8.34,18.03,auto,147.4
32.56,78.39,auto,522.14
23.56,88.48,auto,445.59
10.1,24.71,car,276.2
42.69,143.17,auto,749.87
27.24,107.23,bike,396.65
8.85,31.59,car,281.37
11.23,22.81,car,294.23
35.72,101.87,car,890.88
45.45,162.77,car,1222.06
24.93,96.48,car,718.88
40.73,109.02,car,985.25
16.3,59.85,car,469.96
42.79,98.27,car,982.35
36.6,133.18,bike,514.94
4.05,15.29,car,162.51
33.65,69.5,car,767.77
5.82,12.31,bike,85.4
12.74,27.02,auto,210.35
10.54,28.51,car,292.27
7.82,20.67,car,234.93
3.05,8.97,car,127.96
38.06,87.74,car,886.45
23.96,51.6,auto,367.96
5.31,16.81,car,177.79
38.14,136.46,car,1027.24
30.15,107.0,bike,429.21
5.09,17.86,car,176.96
29.81,94.2,car,781.96
37.2,78.86,car,846.82
37.33,80.89,car,849.71
5.3,18.24,car,186.84
7.63,29.74,car,251.95
46.49,128.81,bike,593.65
17.68,67.68,car,515.65
43.48,135.58,bike,577.74
41.63,109.73,bike,518.91
6.3,17.53,car,199.03
26.83,58.94,car,630.41
8.14,24.23,bike,119.93
32.32,80.73,auto,523.44
43.57,120.07,car,1065.78
45.59,129.11,car,1118.66
18.16,67.89,car,533.07
14.65,41.81,car,401.84
31.44,65.09,bike,373.07
1.55,5.38,auto,61.61
18.34,46.95,car,462.52
8.03,25.96,car,247.1
46.5,147.57,car,1193.63
1.25,3.34,car,77.2
18.03,52.83,auto,314.52
10.04,28.71,auto,189.11
37.92,83.5,auto,571.67
39.17,144.9,auto,715.34
17.67,38.59,car,440.39
13.75,35.3,car,369.47
42.47,157.48,auto,769.39
34.31,92.11,auto,565.68
16.7,58.76,car,484.36
33.92,124.22,car,932.15
16.61,56.1,car,476.32
25.8,73.54,car,660.92
33.92,114.43,bike,469.95
5.03,19.43,auto,121.39
31.54,123.15,auto,600.64
14.08,36.2,bike,189.64
34.96,70.65,bike,400.88
47.76,173.67,bike,659.86
19.93,43.76,car,489.4
2.78,7.11,auto,67.91
38.48,87.37,auto,598.36
4.55,11.62,car,153.64
31.68,113.96,bike,449.94
13.53,47.79,bike,196.98
30.28,104.73,car,825.78
29.57,115.88,bike,437.89
10.58,37.2,car,327.65
17.23,66.27,bike,266.65
1.55,3.65,bike,37.08
41.45,143.81,car,1105.57
38.59,106.81,bike,498.42
40.41,137.91,bike,559.72
34.64,113.0,car,905.09
29.64,77.76,bike,377.05
43.58,135.16,bike,567.56
17.72,42.49,bike,227.38
33.28,128.43,auto,623.71
43.57,137.65,bike,571.0
45.25,97.76,auto,673.77
19.02,56.35,car,512.92
38.94,80.77,bike,462.22
48.9,150.85,bike,636.7
33.38,97.35,auto,566.81
9.11,28.24,bike,135.1
32.36,109.23,auto,571.85
32.77,77.28,auto,517.65
11.88,39.54,car,352.88
10.12,30.05,auto,191.81
37.1,128.54,car,988.89
3.98,8.06,auto,87.34
16.66,43.02,auto,286.18
12.34,27.22,bike,158.1
23.55,87.91,bike,350.15
39.2,114.56,car,981.91
48.79,189.71,auto,904.92
9.08,29.08,car,278.52
10.49,31.49,car,300.19
14.05,48.25,auto,268.02
34.92,89.96,auto,561.14
9.72,37.55,bike,160.49
23.53,89.78,bike,352.77
46.1,101.27,bike,545.66
22.07,86.65,auto,431.31
23.89,86.14,car,662.42
25.9,63.58,auto,423.3
23.08,68.95,car,608.31
7.3,27.03,car,247.19
19.49,54.84,auto,337.99
42.37,168.6,bike,611.57
30.95,121.2,bike,446.74
4.21,11.8,car,155.43
35.46,124.78,auto,629.45
5.57,13.04,bike,83.08
3.98,10.64,car,146.97
34.14,108.42,bike,456.95
38.56,146.79,car,1077.69
14.35,38.29,auto,257.18
16.26,36.42,bike,204.27
15.78,50.35,bike,228.03
38.84,125.01,bike,525.45
15.29,30.65,car,372.3
31.0,102.86,auto,551.8
10.29,22.88,auto,180.39
22.1,51.39,car,533.92
18.81,58.82,car,510.76
18.25,67.99,auto,353.92
32.53,107.61,auto,572.52
12.1,39.6,auto,229.59
16.0,38.43,bike,213.74
11.79,26.83,auto,208.5
27.8,86.49,auto,483.48
23.25,92.69,bike,340.39
11.73,31.45,car,323.8
11.63,35.18,car,334.92
48.58,167.14,bike,669.24
24.36,71.4,bike,327.34
8.89,20.43,car,242.19
46.45,170.68,car,1263.84
46.5,120.52,car,1116.32
48.79,99.79,bike,559.05
11.61,26.56,auto,206.36
31.07,120.05,car,885.07
24.57,80.73,auto,434.48
43.77,123.73,bike,555.01
12.01,30.04,bike,169.21
49.72,134.88,auto,798.44
2.89,6.12,car,108.3
29.72,70.08,auto,463.01
22.0,70.69,car,594.75
7.96,18.41,bike,120.33
46.5,118.9,bike,569.64
44.42,156.01,bike,611.07
38.32,129.15,bike,524.07
15.6,43.7,car,415.5
40.96,162.63,bike,588.61
21.38,67.38,car,577.48
21.31,79.88,car,617.94
28.48,59.41,auto,431.14
8.74,18.71,auto,159.2
2.67,8.74,bike,62.98
43.59,117.52,bike,541.46
18.69,61.14,car,517.51
31.19,87.58,bike,410.08
47.07,168.48,bike,655.97
18.75,72.11,car,546.26
4.11,16.21,car,160.4
6.52,16.69,bike,103.74
33.14,105.72,car,868.84
48.01,184.3,car,1330.94
6.16,19.67,auto,139.05
31.37,108.19,bike,437.44
3.25,10.56,bike,64.12
17.99,42.79,bike,227.31
23.95,56.14,bike,305.77
47.06,170.47,bike,649.13
22.13,76.43,auto,403.23
19.65,57.6,bike,272.4
29.37,110.33,auto,542.89
26.11,87.71,bike,365.5
1.31,4.03,car,83.09
16.15,32.72,bike,205.11
8.41,22.36,bike,121.48
38.87,108.58,auto,634.97
7.98,23.92,auto,162.06
24.65,50.18,bike,298.38
6.93,19.38,auto,144.63
10.87,40.05,car,331.49
49.01,144.84,bike,636.14
28.6,92.5,car,754.6
37.1,95.65,bike,459.89
33.38,70.53,auto,509.79
22.75,89.53,auto,446.44
23.45,65.15,bike,308.53
17.19,60.77,bike,256.05
35.9,80.86,auto,550.66
49.13,196.05,auto,921.2
24.37,59.62,bike,303.73
12.36,31.02,car,329.09
40.9,102.2,car,975.79
30.16,87.96,auto,516.63
34.39,134.47,auto,643.69
2.75,9.79,car,118.62
25.78,82.55,car,685.22
28.47,108.75,auto,541.79
35.4,89.75,bike,437.57
39.25,108.04,car,958.83
5.34,11.34,bike,76.49
9.27,27.31,auto,185.19
26.54,84.1,car,703.79
26.64,69.61,auto,435.7
15.67,56.45,car,463.53
7.67,26.19,bike,127.59
27.52,90.8,bike,372.16
35.33,109.01,auto,602.93
17.34,54.85,car,481.68
25.58,57.66,car,612.02
9.35,25.59,auto,183.02
27.25,60.63,bike,331.67
45.9,162.52,bike,638.71
47.7,168.82,bike,660.71
20.72,52.85,auto,347.85
25.02,55.25,auto,386.11
26.71,80.49,car,692.45
29.79,83.5,car,755.23
6.94,26.89,car,244.12
21.75,58.24,auto,364.74
36.15,115.04,car,943.6
38.31,86.73,auto,582.22
9.13,30.09,bike,141.72
45.25,96.59,car,1027.97
13.68,53.92,bike,206.35
48.88,152.71,bike,642.46
29.91,113.65,car,835.9
31.09,69.26,auto,488.24
41.65,87.54,car,944.05
14.3,48.93,car,410.65
47.17,129.27,bike,592.5
8.85,31.79,auto,184.06
6.25,21.86,bike,105.98
11.96,39.99,auto,232.17
44.01,142.74,auto,754.52
38.13,95.23,bike,475.74
46.51,184.07,car,1297.11
21.27,63.97,car,560.05
19.33,72.14,bike,289.4
19.88,43.29,bike,253.64
1.05,3.83,car,80.55
27.83,57.83,bike,332.65
30.4,74.9,bike,376.74
7.68,24.82,bike,115.05
15.26,51.11,auto,288.49
14.81,56.82,auto,294.87
35.11,131.65,bike,507.11
7.41,16.69,bike,111.82
46.05,123.06,auto,744.05
43.73,160.76,auto,794.4
28.71,69.71,auto,452.52
9.89,35.8,car,302.08
38.68,101.22,auto,627.2
16.21,39.61,car,421.23
38.52,145.38,car,1072.16
16.09,59.34,bike,241.36
37.52,107.63,auto,624.24
47.36,174.14,auto,861.19
46.16,150.76,bike,625.04
36.54,136.85,car,1006.21
13.2,37.56,car,367.11
24.62,49.86,car,575.61
1.25,3.1,bike,42.3
31.59,84.78,bike,403.33
33.05,108.7,bike,456.9
39.1,107.77,auto,644.74
41.18,98.54,auto,645.79
38.05,150.17,car,1073.6
23.66,54.96,bike,301.56
45.15,177.64,car,1260.97
32.43,73.39,bike,396.61
46.63,177.96,bike,668.97
13.87,48.76,bike,199.65
16.62,59.05,auto,310.84
36.1,80.19,bike,429.12
3.09,10.42,car,124.22
39.28,109.84,car,971.68
31.6,117.2,auto,579.69
9.65,25.07,auto,181.85
44.0,156.29,auto,787.54
42.18,117.54,car,1045.07
5.77,21.29,car,198.79
47.36,109.7,car,1094.24
25.78,96.21,bike,374.35
20.78,57.53,auto,354.57
42.21,142.98,auto,747.09
2.28,8.06,auto,74.13
10.51,25.24,auto,195.03
44.05,124.08,car,1089.59
48.62,123.21,auto,771.94
3.25,12.34,car,142.37
8.99,35.62,bike,153.32
30.27,117.34,bike,442.03
24.78,97.2,auto,480.04
13.5,46.44,car,390.65
25.73,64.39,bike,323.78
30.18,65.93,auto,465.07
23.71,63.49,bike,310.31
45.89,141.17,auto,779.71
20.97,72.45,bike,301.7
44.14,144.19,auto,767.62
15.13,47.6,car,422.88
20.67,80.53,auto,401.04
15.89,32.93,car,390.78
5.19,11.1,car,164.17
27.21,90.74,car,733.23
28.44,99.51,auto,517.32
26.57,62.62,bike,331.2
47.25,138.99,bike,608.96
18.92,44.0,car,466.99
18.27,40.3,bike,228.3
9.82,29.38,auto,183.92
40.29,93.35,auto,618.94
48.6,176.44,auto,875.44
12.3,28.33,auto,217.84
22.7,60.82,auto,374.01
21.09,62.51,bike,281.77
22.42,58.92,bike,287.95
14.43,33.28,car,369.78
11.6,41.75,bike,183.43
22.68,80.99,bike,321.28
32.44,69.72,auto,495.58
45.5,149.12,auto,785.36
7.08,14.9,car,205.06
40.8,131.54,bike,548.05
27.22,61.39,car,648.91
26.15,55.77,auto,402.69
34.82,118.71,bike,475.52
48.57,185.96,bike,689.15
48.58,169.2,bike,667.86
43.79,146.33,car,1151.96
5.0,12.85,car,163.72
7.82,26.92,auto,159.89
14.79,57.85,car,441.53
33.23,75.4,auto,521.67
41.05,125.94,auto,691.01
41.92,110.31,auto,675.02
35.13,128.79,car,959.18
44.15,165.57,auto,800.54
14.07,46.93,bike,197.96
14.08,48.06,auto,276.3
49.04,130.32,bike,617.72
6.39,13.35,bike,95.32
40.61,113.97,bike,523.53
25.96,74.68,car,666.57
17.18,38.18,bike,219.76
21.0,57.8,bike,277.52
23.02,66.71,bike,299.86
31.53,102.94,auto,552.99
40.69,151.35,bike,577.96
6.83,20.82,auto,136.83
1.33,3.1,bike,35.23
49.66,197.51,car,1395.44
30.58,88.71,car,770.34
2.0,4.26,bike,48.62
13.82,40.04,auto,248.92
10.02,22.57,auto,176.32
35.97,90.42,bike,449.55
26.32,81.87,car,699.21
44.64,122.0,auto,717.55
35.06,105.17,bike,467.72
3.24,7.36,auto,86.75
7.76,23.26,bike,118.75
28.62,59.36,car,659.61
28.2,74.87,car,703.23
2.7,7.62,auto,76.57
30.05,81.17,bike,378.01
46.04,180.49,car,1290.06
9.3,24.22,car,264.38
25.26,81.24,car,670.95
47.94,177.68,auto,866.26
2.89,9.95,bike,59.06
5.01,19.04,bike,90.88
38.93,140.16,car,1057.52
48.8,139.86,auto,804.11
20.74,50.35,car,517.84
26.38,86.06,car,706.1
19.73,71.45,auto,379.54
39.03,114.7,auto,655.02
28.66,113.31,car,815.38
36.58,80.18,bike,439.94
12.41,40.51,car,354.06
46.14,134.35,bike,589.01
4.9,16.23,auto,107.68
44.83,143.61,car,1151.14
3.29,10.97,bike,67.53
39.17,136.64,car,1054.78
30.88,98.05,car,804.61
11.39,31.05,auto,202.17
46.91,157.65,bike,636.33
34.88,97.31,auto,579.33
17.0,44.11,bike,231.22
24.9,52.67,bike,297.04
47.0,163.73,bike,651.38
10.91,41.28,car,338.14
8.8,19.87,car,237.58
14.85,37.73,bike,191.62
36.36,87.69,car,858.96
27.09,97.68,bike,381.04
31.96,92.99,bike,417.53
5.95,14.45,auto,114.79
21.01,68.34,auto,384.31
10.62,39.35,bike,166.39
35.98,93.95,car,867.54
29.07,76.97,bike,374.46
30.67,74.45,auto,486.04
43.39,166.19,car,1203.91
13.89,43.46,auto,255.91
40.57,122.94,bike,528.7
15.12,49.4,auto,283.93
13.49,50.67,auto,262.84
9.4,30.1,bike,136.09
37.17,110.87,car,946.34
3.54,13.14,car,149.4
42.34,144.22,auto,737.31
3.08,7.8,car,119.96
20.78,47.31,car,503.88
16.5,58.99,car,483.4
45.43,159.75,bike,628.53
15.62,51.45,bike,230.06
34.38,133.87,bike,504.19
7.56,18.77,auto,152.01
12.4,36.02,bike,177.31
43.35,102.87,car,1010.1
34.86,134.95,bike,509.67
5.94,20.58,car,205.38
36.59,104.59,auto,614.87
13.42,44.42,bike,202.68
27.45,95.96,car,753.67
38.72,86.09,auto,598.22
23.21,68.03,auto,403.95
41.21,112.97,auto,673.65
44.83,153.07,car,1188.27
43.08,161.14,auto,787.68
4.19,15.97,car,160.26
1.97,6.05,car,104.59
37.45,113.5,bike,497.3
12.08,37.21,car,340.1
31.33,101.49,car,827.16
40.52,130.7,auto,693.74
19.32,43.09,bike,234.96
22.29,53.65,auto,359.88
5.93,20.82,bike,97.2
19.36,47.25,bike,250.09
7.15,27.94,car,238.48
29.06,114.45,auto,553.53
22.04,77.35,bike,311.47
23.51,80.54,car,648.12
13.19,51.1,auto,261.51
24.85,92.27,bike,361.67
44.82,98.52,auto,684.95
5.25,13.16,bike,79.66
39.66,122.6,car,1014.86
12.98,42.0,car,368.72
31.51,108.83,car,853.63
24.18,66.76,bike,319.53
21.98,74.95,car,608.35
44.24,123.25,bike,568.21
20.53,81.43,bike,304.33
17.32,53.05,auto,306.57
19.84,42.75,car,474.23
30.78,95.03,car,793.24
5.38,10.86,auto,108.13
32.11,114.09,bike,448.16
3.48,8.64,bike,56.66
12.32,40.04,auto,234.43
28.22,79.46,bike,372.13
45.74,119.61,auto,725.62
6.35,22.54,auto,147.39
25.37,93.55,auto,479.53
25.31,55.02,bike,308.87
41.62,162.78,car,1169.76
42.8,112.21,bike,528.03
49.15,101.45,bike,564.02
7.59,21.69,car,224.83
29.42,90.57,auto,514.72
38.46,94.04,auto,610.5
21.18,49.64,car,521.08
48.28,177.87,bike,679.44
2.78,10.34,bike,60.88
35.98,124.86,car,973.79
9.67,28.29,auto,179.95
13.34,26.9,car,335.01
39.41,121.41,auto,666.41
19.31,73.04,bike,281.32
4.39,10.94,auto,91.31
28.67,103.03,bike,402.69
1.95,4.67,bike,41.31
21.09,77.83,car,604.1
28.45,109.17,car,801.56
9.1,19.43,auto,164.0
5.67,21.03,car,200.9
49.12,142.32,auto,811.71
30.26,83.48,car,756.16
42.61,104.49,bike,517.09
47.35,105.73,bike,554.2
33.76,114.86,bike,471.69
2.14,7.56,car,103.7
19.28,56.48,auto,342.77
9.73,20.52,auto,172.65
15.56,41.98,auto,276.37
47.67,181.01,car,1310.29
6.23,19.84,car,198.52
40.34,96.79,bike,492.07
49.85,193.62,car,1373.82
24.79,77.8,car,657.35
27.7,59.99,bike,328.21
10.77,37.33,auto,221.61
45.19,92.64,bike,520.85
44.41,109.89,car,1041.59
9.97,37.41,bike,162.58
47.09,143.28,auto,791.38
13.85,32.15,auto,234.86
47.97,109.12,bike,568.26
3.87,8.83,auto,90.49
8.82,19.09,car,242.67
35.69,133.06,auto,650.46
4.14,9.07,car,136.58
41.76,148.05,car,1119.9
27.09,78.2,auto,456.38
11.38,33.37,auto,216.47
14.22,45.03,bike,208.78
29.55,92.4,car,771.32
45.93,93.78,bike,534.15
45.11,156.37,car,1200.29
33.41,92.38,car,829.06
1.52,3.71,auto,51.6
45.37,112.46,car,1064.74
31.13,117.51,bike,452.43
40.09,111.69,auto,663.25
41.33,95.88,car,959.8
9.29,22.99,car,260.93
16.17,62.79,car,478.42
44.15,168.66,car,1227.38
42.48,88.77,car,949.66
22.58,49.94,bike,285.48
43.67,109.14,bike,530.41
39.79,144.3,auto,718.88
26.63,86.01,bike,363.05
10.13,24.52,car,279.8
23.99,71.71,auto,409.48
28.68,92.33,auto,503.42
29.4,106.65,car,813.12
22.71,65.24,bike,300.17
48.11,149.51,car,1226.97
10.52,23.32,bike,144.38
9.95,20.0,auto,175.18
42.53,148.33,auto,756.18
45.48,100.16,auto,689.48
15.37,52.46,bike,229.16
47.01,182.85,car,1310.47
23.56,59.67,bike,306.83
15.84,45.24,bike,214.12
25.75,79.51,auto,455.33
7.04,21.43,auto,143.43
18.23,53.73,auto,318.09
17.82,42.79,car,454.03
38.18,137.28,car,1040.38
2.96,10.51,auto,79.41
45.77,124.91,car,1119.47
42.05,91.77,auto,643.68
40.82,96.09,bike,488.67
48.55,167.75,bike,664.95
43.27,121.83,auto,708.28
20.61,81.17,auto,395.48
4.08,11.46,car,144.32
19.77,47.73,bike,247.85
25.54,79.69,auto,448.21
39.56,119.38,auto,671.87
6.12,24.4,auto,145.95
14.76,37.46,auto,261.21
13.17,36.38,car,357.26
15.94,51.55,car,450.94
47.41,102.96,car,1070.23
25.24,70.63,auto,431.39
49.34,103.48,bike,565.64
28.73,91.28,bike,391.97
19.55,60.22,car,531.51
10.24,37.66,auto,208.29
12.77,49.47,auto,264.44
30.14,82.25,auto,493.3
17.85,54.66,auto,318.58
35.94,101.67,car,890.91
34.41,130.45,auto,635.47
45.77,92.2,bike,531.42
29.96,84.87,car,760.53
26.14,65.72,auto,419.14
31.92,92.16,bike,419.03
24.63,85.32,bike,343.06
13.66,50.75,car,413.34
34.78,117.05,bike,472.17
24.06,64.95,car,611.79
22.29,67.52,bike,296.45
2.27,4.85,auto,59.0
27.74,61.67,car,655.76
3.8,8.68,bike,71.13
29.75,98.09,bike,415.0
12.76,34.86,auto,235.16
48.99,144.21,auto,817.61
29.22,75.73,car,711.57
4.03,12.92,bike,72.62
2.92,7.82,bike,59.62
17.77,56.7,auto,319.83
38.89,109.18,bike,500.59
6.49,23.98,car,228.0
15.54,57.71,auto,304.34
14.1,51.58,auto,276.15
8.39,19.32,bike,114.04
39.31,134.76,bike,546.15
43.83,148.67,car,1154.76
31.55,75.42,car,755.53
38.26,128.56,auto,672.56
7.7,30.77,car,253.51
30.98,110.8,bike,439.35
35.22,78.19,car,820.0
45.87,131.49,auto,751.05
19.27,56.89,auto,334.92
24.12,66.96,auto,413.58
18.89,47.42,auto,321.17
3.01,6.31,auto,70.09
41.41,134.62,auto,712.12
16.89,55.79,car,471.45
23.47,87.61,auto,449.01
15.99,47.51,auto,292.41
41.13,118.49,car,1023.74
6.9,19.01,car,205.7
36.27,104.36,car,913.65
9.0,20.97,auto,170.7
33.28,102.87,car,853.14
39.64,133.97,auto,694.06
39.4,142.12,car,1074.54
49.31,171.57,bike,679.43
30.38,69.1,auto,467.4
14.08,32.04,auto,231.36
27.32,108.41,auto,522.72
44.97,115.72,car,1069.36
48.09,181.84,auto,880.63
35.05,128.69,car,959.04
45.45,103.04,car,1049.49
37.87,89.9,car,891.0
18.02,65.04,car,513.33
27.3,57.08,car,627.26
1.97,5.89,car,106.35
34.62,115.11,bike,469.86
6.49,21.12,car,212.94
35.42,77.16,car,808.3
34.29,101.96,car,867.9
23.22,49.96,auto,359.08
40.76,151.51,bike,583.0
20.79,73.68,bike,304.0
33.01,81.57,bike,402.62
32.12,115.91,car,881.1
26.8,102.4,bike,390.53
8.09,19.24,bike,119.52
5.66,18.6,bike,88.83
49.16,166.01,auto,853.71
43.98,147.93,auto,766.03
18.48,49.97,bike,244.54
10.45,41.31,bike,175.5
10.54,31.24,car,300.32
6.47,13.43,car,188.76
10.18,21.16,bike,139.38
39.06,150.0,auto,720.24
18.25,58.85,auto,330.82
29.66,114.79,auto,560.07
3.73,13.48,bike,72.83
40.59,145.57,car,1100.13
31.29,89.01,bike,407.95
26.98,67.25,auto,438.01
5.78,16.25,bike,85.85
25.26,53.13,auto,391.91
4.49,16.32,auto,114.46
47.7,150.67,car,1214.42
18.59,68.14,auto,359.99
12.27,44.28,bike,190.11
26.55,72.51,auto,442.78
15.92,52.62,car,454.17
8.62,28.16,car,271.65
34.41,125.9,bike,479.2
10.32,40.34,car,329.38
37.77,135.68,bike,521.02
16.9,43.72,bike,222.93
32.77,117.2,auto,600.89
42.4,135.3,bike,558.19
40.83,83.0,car,912.21
43.18,98.97,bike,511.14
27.25,90.5,bike,372.82
37.76,145.45,auto,705.76
27.06,64.91,bike,341.18
6.28,20.69,bike,100.2
38.47,127.06,bike,522.96
3.64,8.93,auto,90.75
37.46,90.8,car,881.01
10.19,30.73,auto,198.9
36.78,115.43,bike,493.22
5.59,15.89,auto,124.66
24.89,50.07,auto,386.87
24.55,75.16,auto,429.97
36.12,114.19,bike,484.39
19.91,74.0,car,569.95
18.13,44.48,bike,241.48
49.89,150.28,bike,643.98
43.28,86.75,auto,639.84
20.47,43.96,auto,325.53
14.82,54.12,bike,226.37
19.92,78.54,car,594.06
1.28,3.87,bike,37.87
2.4,6.94,car,116.16
27.65,71.02,car,679.31
3.45,8.65,auto,79.4
41.6,117.9,bike,538.91
35.48,95.95,auto,578.09
3.39,9.44,bike,63.55
38.65,91.87,bike,464.51
39.16,149.72,car,1095.06
20.81,80.16,auto,401.65
34.93,75.58,auto,531.3
14.18,30.58,car,356.89
4.34,14.79,bike,82.17
6.45,24.72,bike,113.48
34.77,109.85,bike,460.0
32.49,84.44,auto,521.24
45.33,112.87,auto,711.94
1.18,3.7,car,82.9
36.39,139.38,auto,673.3
38.54,109.13,bike,495.02
30.96,89.0,auto,527.01
21.62,56.31,auto,357.47
22.95,88.22,auto,439.61
41.89,97.57,car,978.0
20.66,54.81,car,528.07
20.36,49.85,auto,331.86
41.54,86.85,car,941.92
13.39,32.56,car,357.47
24.91,87.53,car,685.69
46.11,98.25,car,1031.62
4.47,13.77,auto,106.68
30.52,62.78,auto,466.17
31.86,97.71,bike,424.65
30.27,77.38,car,731.2
29.5,94.82,auto,521.86
11.14,26.92,auto,198.2
35.69,94.21,car,871.63
48.62,148.72,car,1227.43
5.53,13.24,bike,87.66
32.61,95.48,auto,545.55
31.75,75.81,auto,502.99
8.46,20.84,bike,123.98
19.21,43.06,car,470.4
2.32,5.48,auto,59.51
32.77,130.9,auto,628.97
46.18,174.87,bike,659.7
35.97,75.69,bike,419.16
16.4,43.9,car,423.72
39.36,144.76,auto,720.55
11.58,25.68,bike,150.45
9.06,22.54,auto,166.7
30.43,73.29,bike,382.17
34.42,89.96,auto,553.27
32.78,119.7,car,905.76
27.34,63.07,bike,331.22
33.39,104.51,auto,579.36
1.01,2.68,auto,44.46
44.0,116.68,bike,545.68
48.64,102.4,bike,570.06
23.95,79.62,bike,328.91
48.07,116.4,car,1126.76
19.79,47.19,bike,247.23
35.91,107.55,auto,601.52
36.53,132.32,car,991.72
13.81,51.31,bike,215.81
7.55,18.4,car,228.18
45.03,150.46,auto,781.04
35.31,86.72,auto,564.09
4.27,11.38,auto,91.37
30.47,109.57,auto,549.79
