trip_id,city,distance_km,duration_minutes,traffic_level,demand_factor,battery_health_percent,energy_consumption_kwh,route_difficulty,vehicle_type,time_of_day,day_of_week,weather_condition,temperature_celsius,humidity_percent,driver_rating,surge_multiplier,historical_pricing_factor,is_holiday,charging_stations_nearby,user_type,fare_amount_inr
EV002797,Mumbai,31.82,97.2,60,0.819,100,4.76,5,SUV,Morning_Peak,Sunday,Foggy,37,44,4.2,1,0.93,0,4,Premium,610.98
EV002798,Bangalore,50.41,153.5,60,2.21,96,6.58,6,Compact,Evening_Peak,Friday,Foggy,30,81,4.2,2.11,1.05,0,7,Premium,3537.2
EV002799,Chennai,11.38,33.5,48,0.891,74,6.04,5,Sedan,Day_Time,Sunday,Hot,37,70,4.7,1,0.9,0,2,Regular,86.98
EV002800,Mumbai,31.69,131.7,60,1.6900000000000002,82,5.9,8,SUV,Evening_Peak,Tuesday,Hot,34,82,3.9,1,1,0,8,Premium,1046.85
EV002801,Chennai,6.85,21,60,1.274,75,4.94,2,Sedan,Evening_Peak,Monday,Foggy,24,42,4.4,1,1.05,0,10,Premium,86.51
EV002802,Pune,35.4,151.2,71,0.801,72,4.07,10,SUV,Night,Saturday,Clear,20,32,4.8,1,1.03,0,2,Regular,529.98
EV002803,Pune,5,10.7,60,2.236,87,4.2,1,SUV,Evening_Peak,Thursday,Clear,31,35,5,2.07,1.03,0,6,Regular,353.66
EV002804,Bangalore,16.5,53.5,60,1.0555999999999999,88,4.47,8,Premium,Morning_Peak,Thursday,Rainy,32,52,4,1,1.09,0,8,Regular,498.59
EV002805,Chennai,14.18,43.1,56,3.234,84,4.62,5,Premium,Early_Morning,Monday,Storm,39,36,4.8,2.36,1.02,0,3,Premium,2619.97
EV002806,Bangalore,41.19,180.6,34,2.1839999999999997,78,6.44,5,Compact,Day_Time,Thursday,Storm,21,31,4.6,2,0.95,0,9,Premium,2406.08
EV002807,Chennai,5.01,18.9,89,1.5724799999999999,73,8.47,10,Compact,Evening_Peak,Sunday,Storm,18,60,4,2,1.06,0,7,Regular,172.6
EV002808,Bangalore,3.96,15.3,56,2.618,76,7.46,9,Sedan,Day_Time,Friday,Storm,31,69,4.3,2,0.99,0,3,Premium,390.76
EV002809,Delhi,37.76,110.5,60,1.0530000000000002,71,6.65,4,Sedan,Evening_Peak,Monday,Clear,28,62,4.9,1,1.07,0,9,Premium,553.39
EV002810,Bangalore,41.29,131.8,74,1.1520000000000001,82,7.32,2,Compact,Early_Morning,Sunday,Foggy,26,46,4.4,1,1.09,0,4,Premium,630.23
EV002811,Mumbai,17.26,58.7,84,1.395,89,5.35,3,SUV,Night,Saturday,Foggy,17,75,4,1,1.04,0,1,Regular,593.82
EV002812,Chennai,22.72,84,65,3,82,5.73,5,Sedan,Night,Thursday,Clear,22,75,4.3,1.54,1.08,0,2,Regular,1388.31
EV002813,Mumbai,3.26,13.2,70,0.9359999999999999,95,6.05,4,Sedan,Evening_Peak,Tuesday,Foggy,33,56,4.3,1,1.02,0,2,Premium,59.05
EV002814,Mumbai,40.91,91.2,78,1.547,70,7.2,3,Premium,Morning_Peak,Wednesday,Clear,15,87,4.4,1,0.93,0,7,Premium,1373.88
EV002815,Mumbai,46.25,124.6,69,0.6318,74,5.75,7,Sedan,Evening_Peak,Sunday,Foggy,32,79,4.6,1,0.93,0,1,Regular,413.16
EV002816,Chennai,29.66,109.5,58,0.522,93,6.49,10,Sedan,Day_Time,Saturday,Clear,25,54,4,1,1,1,1,Regular,202.39
EV002817,Bangalore,22.94,101.9,31,2.16,71,5.97,7,Compact,Day_Time,Sunday,Clear,22,56,5,2.14,1.04,0,7,Regular,1177.1
EV002818,Pune,32.03,124.5,41,1.07,90,5.76,5,Sedan,Day_Time,Wednesday,Hot,28,65,4.7,1,0.91,0,1,Regular,391.27
EV002819,Delhi,33.53,69.7,60,0.8423999999999999,94,4.76,4,Premium,Morning_Peak,Saturday,Hot,37,94,4.5,1,0.9,0,1,Premium,697.67
EV002820,Pune,41.5,164.3,78,1.1648,71,6.49,4,Premium,Evening_Peak,Thursday,Rainy,26,43,4.1,1,1.02,0,6,Premium,984.81
EV002821,Pune,47.19,184.6,52,2.09,76,4.52,10,SUV,Early_Morning,Tuesday,Foggy,19,58,3.6,2.24,1.08,0,3,Premium,2833.09
EV002822,Pune,15.99,50.1,79,0.77,90,6.31,8,Premium,Day_Time,Friday,Foggy,23,74,4.6,1,0.98,0,9,Premium,336.19
EV002823,Chennai,19.73,61.3,88,3.6119999999999997,91,4.18,4,SUV,Early_Morning,Tuesday,Rainy,20,64,3.6,2.07,1.02,0,8,Regular,1797.3
EV002824,Delhi,51.36,184,60,4.0222,81,4.43,9,Premium,Morning_Peak,Thursday,Storm,22,35,4.3,2.38,0.93,0,2,Premium,14544.98
EV002825,Pune,15.58,39.7,61,1.0737999999999999,75,5.97,3,Sedan,Evening_Peak,Wednesday,Rainy,22,94,4.9,1,0.95,0,4,Regular,200.71
EV002826,Bangalore,14.9,72.9,60,1.4274,79,4.83,1,Premium,Morning_Peak,Saturday,Hot,36,67,4.4,1,1.06,0,3,Regular,477.49
EV002827,Pune,45.43,213.1,43,2.576,87,6.12,8,Compact,Night,Thursday,Storm,18,75,3.6,2,0.96,0,8,Regular,2896.33
EV002828,Pune,50.42,136.8,24,2.106,96,8.43,7,Compact,Day_Time,Sunday,Hot,23,74,4.6,2.06,1.02,0,2,Regular,2287.01
EV002829,Chennai,44.8,163.7,45,1.4220000000000002,74,7.15,1,Compact,Night,Saturday,Clear,22,60,4.8,1,0.93,0,3,Regular,481.71
EV002830,Pune,50.32,175.3,38,3.262,84,4.61,3,SUV,Night,Wednesday,Rainy,24,78,4,1.56,0.95,0,4,Premium,3910.14
EV002831,Delhi,21.15,68.7,10,1.07,83,5.7,7,Sedan,Night,Thursday,Foggy,27,57,4.4,1,1.09,0,10,Regular,340.15
EV002832,Delhi,31.06,93.2,60,3.523,71,6.87,10,Sedan,Evening_Peak,Wednesday,Hot,21,67,4,1.88,1.1,0,5,Premium,2657.72
EV002833,Pune,40.56,84.4,21,0.68,92,4.56,1,SUV,Night,Monday,Clear,18,34,3.7,1,0.99,0,3,Premium,368.26
EV002834,Delhi,47.24,183.4,31,2.65,89,3.38,1,SUV,Night,Wednesday,Clear,38,55,3.6,2.08,0.99,1,9,Regular,3948.6
EV002835,Pune,35.35,132.6,88,2.13,82,8.49,6,Sedan,Night,Wednesday,Hot,32,72,4.8,1.78,0.95,0,6,Premium,2298.5
EV002836,Bangalore,19.04,62.8,78,2.86,84,7.7,2,Premium,Early_Morning,Thursday,Hot,15,90,4.5,2.48,1.06,0,6,Premium,3402.36
EV002837,Pune,28.77,60.7,80,3.9311999999999996,83,8.47,5,Sedan,Morning_Peak,Sunday,Storm,15,84,4.2,2.12,0.98,0,3,Premium,3730.52
EV002838,Mumbai,22.15,86.3,60,3.3306,84,6.52,2,Compact,Morning_Peak,Wednesday,Rainy,23,83,4.5,1.76,0.94,0,7,Premium,1820.84
EV002839,Pune,23.73,103.1,85,2.529,74,6.43,5,Premium,Early_Morning,Saturday,Hot,33,45,4.5,2.24,1.08,0,8,Premium,2864.33
EV002840,Mumbai,16.76,53.7,54,0.71,79,5.46,3,Sedan,Night,Wednesday,Clear,22,83,4.2,1,1.08,0,10,Premium,221.41
EV002841,Mumbai,29.56,106.6,5,0.97,98,5.17,3,Premium,Night,Friday,Hot,16,58,4.8,1,0.98,0,6,Premium,929.06
EV002842,Mumbai,10.72,40.5,24,1.17,100,5.93,10,Premium,Day_Time,Thursday,Clear,20,56,4.1,1,1.04,0,8,Premium,390.11
EV002843,Pune,48.16,111.7,25,2.565,85,5.92,10,Sedan,Early_Morning,Sunday,Hot,27,85,4.5,2.04,1.01,0,8,Regular,2534.44
EV002844,Chennai,28.49,65.4,51,2.196,70,3.78,7,SUV,Day_Time,Saturday,Foggy,15,48,3.6,1.72,1.01,0,9,Premium,1087.19
EV002845,Delhi,25.4,60.7,78,2.324,93,6.63,3,Sedan,Day_Time,Wednesday,Storm,37,77,3.6,2.08,1.09,0,9,Premium,2304.17
EV002846,Mumbai,30.58,95.6,72,4.8594,79,8.29,3,Sedan,Evening_Peak,Tuesday,Storm,31,35,4.2,2,0.98,0,7,Regular,5286.36
EV002847,Pune,20.35,83.9,66,1.1880000000000002,78,4.06,7,Premium,Night,Sunday,Foggy,23,45,4.3,1,0.96,1,8,Premium,650.64
EV002848,Delhi,27.99,58.7,66,1.3910000000000002,90,6.54,3,Compact,Evening_Peak,Tuesday,Clear,36,42,4.2,1,1.08,1,3,Regular,496.96
EV002849,Bangalore,42.32,169.9,82,2.3489999999999998,98,5.88,10,SUV,Early_Morning,Sunday,Foggy,33,45,4.4,1.78,1,0,8,Regular,4164.48
EV002850,Chennai,19.49,92.7,43,1.162,96,6.75,1,Sedan,Night,Wednesday,Rainy,18,90,3.7,1,1.01,0,9,Premium,282.7
EV002851,Bangalore,15.13,34.1,50,1.46,85,8.49,4,Compact,Early_Morning,Tuesday,Hot,19,44,4,1,1.02,0,2,Regular,209.55
EV002852,Pune,15.45,44.9,4,1.036,73,5.16,10,Sedan,Early_Morning,Tuesday,Rainy,37,63,4.9,1,0.95,0,2,Regular,142.46
EV002853,Mumbai,5.46,14.3,38,0.868,85,3.72,9,SUV,Early_Morning,Tuesday,Rainy,33,97,4.4,1,0.98,0,6,Regular,87.66
EV002854,Mumbai,30.01,138.4,86,3.6035999999999997,79,8.73,8,Sedan,Evening_Peak,Monday,Storm,26,37,3.9,2,1.02,0,6,Premium,4563.58
EV002855,Mumbai,35.51,121.1,20,0.6930000000000001,92,5.22,10,Sedan,Early_Morning,Sunday,Clear,16,64,3.6,1,0.96,1,6,Regular,310.37
EV002856,Pune,13.14,44.7,91,2.4024,90,6.88,5,Premium,Evening_Peak,Tuesday,Storm,27,70,4.1,2,0.96,0,2,Premium,1851.45
EV002857,Pune,37.67,116.1,56,1.442,95,3.87,1,SUV,Night,Thursday,Rainy,21,47,4.1,1,1.03,0,10,Regular,997.69
EV002858,Mumbai,45.84,213.7,76,1.21,74,7.11,8,Premium,Day_Time,Friday,Hot,22,93,4.3,1,1.06,0,3,Regular,1453.56
EV002859,Delhi,43.9,110.9,60,4.078620000000001,89,5.75,3,Sedan,Evening_Peak,Saturday,Rainy,30,91,4.5,2.27,1,0,8,Premium,6647.92
EV002860,Delhi,6.13,12.9,33,3.752,93,7.46,1,Compact,Early_Morning,Wednesday,Storm,38,53,4.6,2.26,1.07,0,4,Premium,708.8
EV002861,Mumbai,26.41,127,65,0.87,99,4.05,1,SUV,Day_Time,Wednesday,Foggy,16,71,4.6,1,0.93,0,1,Regular,494.19
EV002862,Mumbai,15.34,40.5,70,1.26,96,6.85,2,Premium,Night,Sunday,Hot,33,34,4.1,1,1.07,0,7,Premium,718.77
EV002863,Delhi,4.27,9.9,93,0.927,90,8.79,10,Sedan,Early_Morning,Saturday,Hot,20,48,3.7,1,1.02,1,10,Regular,59.62
EV002864,Pune,36.28,99.9,60,1.7316,87,7.12,3,Compact,Morning_Peak,Saturday,Hot,20,53,4.6,1,0.97,0,3,Premium,681.05
EV002865,Delhi,29.85,92.5,46,3.6162,70,3.84,2,SUV,Night,Saturday,Storm,27,99,4.9,2.5,1.03,0,7,Premium,6042.61
EV002866,Pune,12.71,41.4,6,1.32,75,6.15,2,Compact,Day_Time,Monday,Foggy,22,56,3.6,1,0.91,0,3,Regular,79.73
EV002867,Delhi,24.32,81.1,60,1.3390000000000002,77,5.57,1,Premium,Morning_Peak,Monday,Hot,19,50,4,1,1.1,0,7,Premium,647.22
EV002868,Pune,22.75,56.2,68,1.612,92,5.82,8,Premium,Morning_Peak,Thursday,Hot,35,71,4.8,1,1.06,0,2,Regular,991.86
EV002869,Mumbai,7.66,31.9,60,2.249,97,7.25,4,Compact,Morning_Peak,Friday,Clear,26,77,4.3,1.55,0.96,0,10,Regular,344.57
EV002870,Chennai,48.35,147.7,62,3.5979999999999994,81,5.6,10,SUV,Night,Wednesday,Storm,21,85,4.2,2,1,0,7,Premium,7990.74
EV002871,Chennai,11.37,41.8,72,2.197,96,8.93,6,Sedan,Morning_Peak,Wednesday,Hot,20,83,4.8,1.98,0.94,0,3,Premium,685.83
EV002872,Chennai,2.41,8.6,60,3.003,92,3.5,2,SUV,Evening_Peak,Tuesday,Clear,23,63,3.7,2.12,1.06,0,9,Regular,187.13
EV002873,Pune,13.57,54.8,85,2.5857,92,5.84,9,Premium,Evening_Peak,Saturday,Clear,27,55,5,1.6,1.03,0,7,Regular,1604.03
EV002874,Pune,48.02,169.7,49,1.8,99,4.23,8,SUV,Day_Time,Friday,Clear,22,63,4.9,1,0.91,0,5,Premium,1561.39
EV002875,Chennai,9.67,21.9,33,0.84,93,4.59,9,Premium,Day_Time,Friday,Foggy,23,80,4.8,1,1.09,0,8,Premium,204.39
EV002876,Pune,13.75,59.4,12,1.77,88,5.99,2,Sedan,Day_Time,Tuesday,Clear,29,68,4.4,1,0.96,0,1,Regular,223.87
EV002877,Chennai,11.5,46.4,81,3.1590000000000003,99,6.88,9,Compact,Morning_Peak,Thursday,Clear,35,37,4.4,1.59,1.06,0,7,Regular,674.97
EV002878,Bangalore,41.21,183.5,53,0.714,86,3.91,8,SUV,Early_Morning,Friday,Storm,17,76,3.8,2,0.94,0,3,Regular,1006.02
EV002879,Mumbai,35.97,93.3,18,1.71,83,4.09,4,Premium,Day_Time,Thursday,Foggy,16,35,4.9,1,0.91,0,7,Premium,1506.58
EV002880,Mumbai,31.11,100.8,16,3.9059999999999997,82,4.36,8,Premium,Early_Morning,Monday,Rainy,17,83,5,1.72,1.01,0,5,Regular,4920.04
EV002881,Delhi,44.53,205.4,31,2.6,76,4.54,2,Premium,Night,Monday,Clear,34,96,4.8,1.73,0.94,0,8,Premium,4171.8
EV002882,Pune,18.4,56.9,89,2.8340000000000005,73,7.01,8,Compact,Morning_Peak,Wednesday,Clear,30,58,3.9,1.52,1.06,1,8,Regular,826.25
EV002883,Mumbai,15.3,47.9,25,3.234,73,6.67,7,Compact,Early_Morning,Wednesday,Storm,30,95,4.3,2,1.09,0,3,Premium,1400.26
EV002884,Delhi,17.28,72.7,60,2.6535600000000006,74,5.41,4,Premium,Evening_Peak,Saturday,Storm,17,33,4.4,2.5,1.02,0,6,Premium,2937.34
EV002885,Delhi,35.12,85,87,2.4,84,6.77,1,Sedan,Day_Time,Monday,Foggy,23,60,4.4,1.83,1.07,0,7,Premium,2592.54
EV002886,Delhi,27.19,118.4,60,3.3579000000000003,78,4.84,1,Premium,Evening_Peak,Sunday,Clear,29,73,4.2,1.96,0.96,1,1,Premium,3758.97
EV002887,Mumbai,17.27,71.2,81,1.1115,100,8.5,2,Compact,Morning_Peak,Sunday,Hot,37,75,4.5,1,1.08,0,3,Regular,345.35
EV002888,Bangalore,21.88,62.1,60,2.3587199999999995,77,4.6,4,SUV,Morning_Peak,Saturday,Rainy,36,61,4.7,2.36,0.92,0,10,Regular,2129.96
EV002889,Pune,42.68,211.1,76,2.262,75,6.1,10,SUV,Evening_Peak,Wednesday,Hot,18,36,4.1,1.56,1.09,0,4,Regular,2319.03
EV002890,Pune,14.48,52.3,60,3.4281,73,6.31,6,Compact,Morning_Peak,Sunday,Clear,16,44,4.8,2,0.98,0,2,Regular,901.81
EV002891,Chennai,5.15,18.2,67,2.9665999999999997,89,7.04,8,Compact,Evening_Peak,Tuesday,Storm,38,66,4.4,2,0.91,1,6,Regular,397.16
EV002892,Bangalore,42.41,86.3,23,2.09,92,8.19,4,Compact,Night,Friday,Hot,31,42,3.8,2.01,0.96,0,9,Regular,2027.42
EV002893,Bangalore,48.13,213.3,77,0.8320000000000001,71,7.76,3,Compact,Morning_Peak,Wednesday,Foggy,31,78,4.2,1,1.04,0,5,Regular,410.76
EV002894,Chennai,21.37,106.8,38,1.6740000000000002,71,3.66,9,SUV,Early_Morning,Saturday,Foggy,32,77,4.3,1,1.03,0,9,Premium,400.73
EV002895,Chennai,27.43,92.6,37,0.92,82,4.97,6,Sedan,Early_Morning,Monday,Clear,26,81,4.6,1,1.04,0,9,Regular,227.17
EV002896,Bangalore,23.32,115.5,56,3.717,96,4.48,6,SUV,Night,Sunday,Storm,15,60,4.4,2.33,0.99,0,5,Premium,7015.62
EV002897,Mumbai,4.45,9.6,13,1.61,93,6.21,4,Compact,Early_Morning,Monday,Foggy,28,47,4.6,1,0.95,0,4,Premium,87.21
EV002898,Bangalore,32.85,89.9,85,2.98,100,7.73,9,Compact,Night,Wednesday,Clear,18,52,4.6,2.49,0.94,0,8,Premium,5264.32
EV002899,Delhi,27.52,89,60,2.9120000000000004,100,5.07,6,Premium,Evening_Peak,Wednesday,Clear,24,84,4.5,2.14,1.06,0,3,Regular,4912.98
EV002900,Pune,36.68,182.3,34,1.85,78,5.6,5,Premium,Day_Time,Thursday,Hot,19,58,4.6,1,0.9,0,7,Premium,1142.35
EV002901,Pune,11.18,44.9,60,3.549,97,3.57,4,SUV,Morning_Peak,Tuesday,Foggy,24,37,3.8,1.8,1.02,1,9,Premium,1320.41
EV002902,Delhi,35.2,98.1,60,2.691,95,4.97,6,SUV,Evening_Peak,Sunday,Foggy,26,69,3.5,1.97,0.95,0,9,Regular,2812.43
EV002903,Mumbai,50.62,128.6,23,2.547,100,4.59,10,SUV,Early_Morning,Sunday,Foggy,26,49,4.1,1.7,0.96,0,3,Premium,4321.85
EV002904,Pune,34.88,106.4,4,1.03,77,7.54,8,Sedan,Early_Morning,Wednesday,Hot,23,69,4.8,1,1.02,0,1,Regular,310.18
EV002905,Pune,24.59,78.4,34,0.8280000000000001,72,5.02,10,Premium,Day_Time,Sunday,Clear,27,73,3.7,1,1.06,0,4,Regular,280.47
EV002906,Pune,11.84,39.3,24,0.927,85,4.9,6,Premium,Early_Morning,Saturday,Foggy,26,57,4.6,1,1.08,0,7,Regular,206.38
EV002907,Mumbai,21.33,97.3,61,2.35,76,5.53,7,Sedan,Early_Morning,Friday,Hot,24,45,4,1.79,1.06,1,4,Premium,1403.77
EV002908,Mumbai,38.79,168.3,96,1.1199999999999999,90,6.72,1,Sedan,Early_Morning,Thursday,Rainy,31,43,4.9,1,1.01,0,3,Regular,802.33
EV002909,Bangalore,27.88,113.9,87,1.904,83,5.84,10,Premium,Day_Time,Monday,Rainy,20,86,4.3,1,0.98,0,9,Regular,1572.03
EV002910,Mumbai,7.63,37.9,60,2.314,80,6.39,4,Sedan,Evening_Peak,Friday,Clear,24,96,3.9,2.44,0.99,0,2,Premium,598.97
EV002911,Bangalore,23.19,58.9,44,1.35,94,7.14,3,Compact,Day_Time,Saturday,Clear,15,62,4.3,1,0.92,0,3,Regular,344.77
EV002912,Chennai,20.05,40.4,81,2.0540000000000003,70,5.27,4,SUV,Evening_Peak,Wednesday,Clear,28,85,4.9,2.2,0.93,0,1,Regular,1008.88
EV002913,Chennai,26.4,101.3,65,3.5671999999999997,74,3.96,9,SUV,Morning_Peak,Thursday,Rainy,26,85,3.7,2.5,1.06,1,2,Regular,3106.14
EV002914,Chennai,48.34,150.8,60,2.327,92,3.66,10,SUV,Morning_Peak,Friday,Foggy,27,63,3.9,1.72,1.01,0,8,Regular,2745.96
EV002915,Mumbai,19.38,47.5,87,4.14414,73,8.63,10,Compact,Morning_Peak,Sunday,Rainy,30,75,4.8,2.27,1,0,8,Regular,2882.17
EV002916,Mumbai,30.58,142.7,84,2.2464,98,5.77,8,Sedan,Evening_Peak,Saturday,Clear,25,75,5,1.95,1.09,0,5,Premium,3556.88
EV002917,Bangalore,46.91,142.5,50,1.97,91,6.59,3,Premium,Day_Time,Monday,Hot,39,78,3.8,1,1.1,0,2,Premium,2396.38
EV002918,Mumbai,34.71,101.5,60,3.2942,90,5.06,2,Premium,Morning_Peak,Wednesday,Rainy,19,64,4.6,2.38,0.97,0,3,Premium,8953.04
EV002919,Chennai,51.25,175.8,71,2.49,70,5.8,1,Sedan,Night,Friday,Clear,28,76,4.5,1.55,1.08,0,10,Regular,2240.95
EV002920,Mumbai,39.25,166.9,56,3.024,77,5.93,7,Compact,Day_Time,Monday,Rainy,15,69,4.3,2.46,1.1,1,4,Premium,5130.27
EV002921,Chennai,29.36,125.2,98,3.4632,94,8.82,5,Compact,Morning_Peak,Sunday,Foggy,19,31,3.7,1.96,1.02,0,3,Regular,2023.91
EV002922,Pune,15.73,54.2,84,3.4281,72,6.13,8,SUV,Evening_Peak,Sunday,Clear,32,69,4.8,1.67,0.97,0,4,Premium,1542.69
EV002923,Mumbai,15.82,33.8,62,1.274,77,4.21,8,SUV,Night,Monday,Rainy,30,62,3.8,1,0.92,0,10,Premium,427.14
EV002924,Delhi,7.7,31.8,31,3.178,99,5.17,1,SUV,Night,Wednesday,Storm,23,56,4.9,2.48,0.97,0,10,Regular,1546.61
EV002925,Pune,43.29,122.6,68,1.12,93,6.59,8,Sedan,Early_Morning,Wednesday,Foggy,30,67,4.9,1,1.03,0,3,Regular,736.24
EV002926,Bangalore,25.37,111.4,81,0.7110000000000001,82,8.29,1,Compact,Day_Time,Saturday,Foggy,24,91,3.9,1,1.05,0,9,Premium,223.77
EV002927,Pune,50.98,212.5,17,2.3400000000000003,85,6.26,9,Compact,Night,Saturday,Foggy,32,74,4.1,2.5,1.09,0,9,Premium,3554.73
EV002928,Pune,44.18,143.3,78,4.095,74,4.59,7,SUV,Evening_Peak,Saturday,Storm,19,35,4.7,2,1.02,0,4,Premium,7630.5
EV002929,Delhi,51.88,113.8,66,4.172,76,6.79,5,Sedan,Day_Time,Wednesday,Storm,16,38,3.9,2,0.99,0,2,Premium,6267.74
EV002930,Pune,32.84,98.8,40,1.75,76,6.16,1,Compact,Early_Morning,Wednesday,Storm,38,79,4.1,2,1.08,0,6,Regular,951.74
EV002931,Chennai,9.91,43.5,63,3.2577999999999996,73,6.39,8,Compact,Morning_Peak,Monday,Storm,21,94,4.7,2.01,1,1,8,Premium,928.75
EV002932,Pune,36.65,176.4,15,3.5559999999999996,71,7.28,8,Compact,Night,Wednesday,Rainy,16,36,4.7,2.42,0.97,0,6,Premium,3490.4
EV002933,Chennai,50.11,173.3,60,4.7501999999999995,92,4.51,8,SUV,Evening_Peak,Tuesday,Storm,19,86,4.9,2.39,0.98,0,10,Regular,11538.21
EV002934,Bangalore,5.03,14.2,35,2.46,90,8.02,2,Compact,Day_Time,Thursday,Hot,24,38,4.1,1.87,0.93,1,5,Premium,282.18
EV002935,Chennai,15.58,76.3,96,2.0034,87,7.31,7,Compact,Night,Sunday,Rainy,25,85,5,2.12,0.92,1,1,Premium,1236.65
EV002936,Pune,29.26,86.5,60,2.034,85,4.91,3,SUV,Early_Morning,Saturday,Clear,19,66,3.8,2.43,0.97,0,3,Regular,1446.33
EV002937,Delhi,40.07,124.2,93,3.3800000000000003,99,7.98,8,Sedan,Morning_Peak,Friday,Clear,17,64,4.3,2.46,0.99,0,8,Premium,6437.27
EV002938,Bangalore,34.23,121.4,67,3.822,90,4.98,8,Sedan,Evening_Peak,Wednesday,Foggy,30,77,5,2.45,0.91,0,4,Regular,5765.22
EV002939,Pune,47.52,120.9,95,0.63,76,5.78,8,SUV,Day_Time,Wednesday,Clear,18,57,4.4,1,0.96,0,5,Premium,511.21
EV002940,Bangalore,7.93,27.2,63,1.2349999999999999,84,5.27,3,Premium,Evening_Peak,Tuesday,Foggy,23,41,4.6,1,1.05,0,3,Premium,270.23
EV002941,Mumbai,50.31,193.8,5,1.22,93,4.02,2,Premium,Early_Morning,Wednesday,Foggy,17,69,4,1,0.97,0,9,Premium,1230.43
EV002942,Mumbai,4.52,18,98,0.96,71,7.01,8,SUV,Night,Monday,Hot,21,44,3.6,1,0.97,0,3,Regular,83.85
EV002943,Delhi,25.51,71.9,94,3.388,90,5.78,1,Premium,Day_Time,Wednesday,Rainy,27,88,3.7,1.94,1.07,0,5,Regular,3898.73
EV002944,Bangalore,49.18,209.7,79,1.89,95,7.78,1,Sedan,Early_Morning,Tuesday,Rainy,19,71,4.8,1,0.93,0,9,Premium,1547.83
EV002945,Mumbai,23.25,115.4,90,2.2819999999999996,92,4.93,4,SUV,Early_Morning,Wednesday,Rainy,39,74,4.2,2.19,1.08,1,10,Regular,3158.49
EV002946,Bangalore,25.18,83,67,2.94,89,4.52,6,SUV,Day_Time,Wednesday,Rainy,26,40,4.8,2.35,0.96,0,10,Regular,3787.05
EV002947,Mumbai,50.45,104.1,74,2.704,79,6.25,3,Sedan,Morning_Peak,Monday,Clear,27,62,3.8,2.25,1.05,0,7,Regular,4154.13
EV002948,Bangalore,32.69,76.4,88,0.676,91,8.66,10,Compact,Morning_Peak,Friday,Foggy,36,40,3.5,1,1.06,0,7,Regular,285.26
EV002949,Mumbai,4.6,12.2,87,0.675,75,8.65,1,Compact,Night,Saturday,Foggy,19,49,4.4,1,1.02,0,1,Regular,47.7
EV002950,Mumbai,15.4,61.2,68,3.4983000000000004,93,5.01,5,Premium,Morning_Peak,Sunday,Foggy,37,88,4.4,2.48,0.98,0,4,Premium,4277.15
EV002951,Mumbai,42.82,201.3,11,1.512,70,5.68,6,Sedan,Early_Morning,Saturday,Foggy,24,68,3.9,1,0.92,1,8,Premium,629.87
EV002952,Mumbai,27.55,135.8,89,3.5671999999999997,79,8.81,7,Compact,Evening_Peak,Monday,Rainy,17,49,3.9,2.35,1.01,0,9,Premium,3527.3
EV002953,Chennai,40.48,149.4,66,3.7099999999999995,78,4,4,SUV,Night,Tuesday,Rainy,15,59,4.6,2.25,1,0,6,Regular,5359.86
EV002954,Mumbai,17.8,60.4,60,2.9718,79,4.46,7,Premium,Evening_Peak,Sunday,Clear,36,81,4.9,1.69,0.92,0,2,Premium,2578.5
EV002955,Delhi,25.44,116.9,14,1.6560000000000001,83,6.36,4,Compact,Night,Sunday,Hot,22,79,4.5,1,0.97,0,9,Regular,423.91
EV002956,Chennai,23.81,73,84,2.35,77,6.1,1,Premium,Day_Time,Tuesday,Foggy,22,84,4,1.97,1.03,0,4,Regular,1768.67
EV002957,Chennai,39.91,172.5,60,1.7289999999999996,76,6.86,1,Compact,Evening_Peak,Monday,Storm,35,34,3.7,2,1.1,0,1,Premium,1344.06
EV002958,Mumbai,32.82,163.1,66,2.4570000000000003,81,3.96,7,SUV,Evening_Peak,Saturday,Clear,22,86,4.1,1.52,0.96,0,5,Regular,2078.35
EV002959,Mumbai,28.75,110.1,63,2.7963000000000005,81,4.13,1,Premium,Evening_Peak,Sunday,Foggy,37,77,4.9,1.55,1.07,0,7,Regular,3666.92
EV002960,Bangalore,30.4,114.7,74,1.722,91,8.99,1,Compact,Day_Time,Tuesday,Storm,30,32,4.9,2,0.96,0,9,Regular,1860.87
EV002961,Pune,5.51,26.6,90,1.54,99,5.11,1,SUV,Early_Morning,Wednesday,Clear,16,94,4.1,1,1.03,0,8,Premium,138.4
EV002962,Chennai,35.28,137.4,33,1.899,95,7.42,1,Compact,Day_Time,Sunday,Clear,22,98,4.1,1,1.05,0,1,Premium,596.45
EV002963,Pune,3.85,18.7,91,1.2,78,4.12,6,SUV,Day_Time,Tuesday,Foggy,22,51,3.7,1,0.92,0,2,Premium,64.54
EV002964,Delhi,31.36,149.5,36,1.17,74,5.47,7,Premium,Early_Morning,Tuesday,Foggy,33,96,3.6,1,1.02,0,1,Regular,483.11
EV002965,Mumbai,18.83,45.8,66,1.845,98,7.34,10,Sedan,Day_Time,Sunday,Hot,34,99,4.3,1,1.01,0,8,Regular,659.94
EV002966,Delhi,44.46,218.1,52,2.47,100,5.09,2,Premium,Early_Morning,Thursday,Hot,22,33,3.5,2.4,1.02,0,4,Regular,4474.11
EV002967,Bangalore,50.18,214.3,82,2.2769999999999997,75,6.2,2,Premium,Early_Morning,Saturday,Clear,38,69,4.6,1.74,0.91,0,6,Regular,3513.27
